
# McMurdo Dry Valleys LTER - www.mcmlter.org
# 
#########################################################################################
# MCM LTER data may be used freely with the following restrictions:
# -The Principal Investigator be sent a notice stating reasons for 
# 	acquiring any data and a description of the publication intentions.
# -The Principal Investigator of the data set be sent a copy of any
# 	report or manuscript prior to submission and be adequately cited
# 	in any resultant publications.
# -A copy of any resultant publications should be sent to the MCM LTER data
# 	manager and PI.
# -The end-user follow the guidelines set forth in the LTER Network Data Access Policy, 
#	Data Access Requirements, and General Data Use Agreement found at:
# 	http://www.mcmlter.org/data_guidelines.htm
#########################################################################################
# 
# Query Executed: 2014-09-06 09:14:31.0
# 
# METADATA URLs (copy and paste links into your web browser):
# Stoichiometry Experiment- CO2  Metadata: 
# http://metacat.lternet.edu/knb/metacat?action=read&qformat=mcm&docid=knb-lter-mcm.4014&insertTemplate=0
# Units and Column Descriptions:
# http://metacat.lternet.edu/knb/metacat?action=read&qformat=mcm&docid=knb-lter-mcm.4014&insertTemplate=0&displaymodule=entity&entitytype=dataTable&entityindex=1
# 
# NOTICE: SOME DATA ARE NOT MADE PUBLIC UNTIL 2 YEARS AFTER THEY HAVE BEEN COLLECTED. THE RESULTS BELOW REPRESENT THE NEWEST AVAILABLE.

DATASET_CODE,BASIN,SAMPLE_ID,BLOCK_ID,TREATMENT,PRE_DATE_TIME,PRE_CO2,PRE_TEMP,PRE_MOISTURE,POST_DATE_TIME,POST_CO2,POST_TEMP,POST_MOISTURE,COMMENTS,DATE_TIME
SOILS_SE_CO2,Fryxell,W6,6,W,2008-12-29 13:08:00,.07,15.14,.022,2009-01-18 10:46:00,.2,6.64,.022,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,W3,3,W,2008-12-29 12:20:00,.08,11.67,.02,2009-01-18 10:03:00,.2,7.06,.024,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,W1,1,W,2008-12-29 11:57:00,.02,14.35,.022,2009-01-18 09:42:00,.14,8.77,.048,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,U7,7,U,2008-12-29 12:49:00,.22,16.75,.015,2009-01-18 10:28:00,.36,7.17,.021,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,U6,6,U,2008-12-29 12:58:00,.14,17.76,.021,2009-01-18 10:36:00,.3,8.89,.022,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,U3,3,U,2008-12-29 12:22:00,.13,8.96,.007,2009-01-18 10:06:00,.3,6.52,.026,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,U1,1,U,2008-12-29 11:45:00,.04,10.94,.023,2009-01-18 09:29:00,.14,8.04,.03,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,P7,7,P,2008-12-29 12:32:00,.11,11.53,.031,2009-01-18 10:11:00,.23,6.78,.027,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,P6,6,P,2008-12-29 13:01:00,.25,18.64,.015,2009-01-18 10:39:00,.28,8.95,.024,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,P3,3,P,2008-12-29 12:14:00,.09,16.87,.026,2009-01-18 09:58:00,.14,7.35,.05,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,P1,1,P,2008-12-29 11:59:00,.11,15.91,.032,2009-01-18 09:44:00,.18,8.38,.048,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,N7,7,N,2008-12-29 12:34:00,.25,12.75,.02,2009-01-18 10:14:00,.24,7.1,.027,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,N6,6,N,2008-12-29 12:55:00,.18,16.19,.03,2009-01-18 10:33:00,.32,8.43,.028,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,N3,3,N,2008-12-29 12:09:00,0,13.9,.023,2009-01-18 09:53:00,.05,7.56,.075,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,N1,1,N,2008-12-29 12:06:00,.05,14.79,.03,2009-01-18 09:47:00,.07,8.11,.053,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CP7,7,CP,2008-12-29 12:38:00,.19,10.44,.019,2009-01-18 10:16:00,.25,5.93,.01,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CP6,6,CP,2008-12-29 12:53:00,.25,15.86,.024,2009-01-18 10:31:00,.3,7.74,.032,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CP3,3,CP,2008-12-29 12:17:00,.12,14.95,.029,2009-01-18 10:00:00,.19,6.64,.034,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CP1,1,CP,2008-12-29 11:54:00,.12,17.27,.026,2009-01-18 09:40:00,.11,9.77,.036,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CN7,7,CN,2008-12-29 12:40:00,.18,13.73,.025,2009-01-18 10:21:00,.2,7.34,.026,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CN6,6,CN,2008-12-29 13:03:00,.08,18.49,.031,2009-01-18 10:41:00,.26,7.87,.084,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CN3,3,CN,2008-12-29 12:25:00,.14,11.3,.025,2009-01-18 10:08:00,.23,6.85,.114,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,CN1,1,CN,2008-12-29 11:49:00,.12,15.02,.018,2009-01-18 09:34:00,.18,10.57,.093,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,C7,7,C,2008-12-29 12:46:00,.28,15.57,.022,2009-01-18 10:26:00,.31,6.57,.05,,2009-01-18 00:00:00
SOILS_SE_CO2,Fryxell,C6,6,C,2008-12-29 13:06:00,.14,17.12,.03,2009-01-18 10:44:00,.28,6.93,.031,,2009-01-18 00:00:00
SOILS_SE_CO2,Bonney,C1,1,C,2009-01-02 12:19:00,.12,13.2,.022,2009-01-21 11:56:00,.01,2.77,.031,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,W7,7,W,2009-01-02 11:54:00,.12,15.08,.033,2009-01-21 11:42:00,.09,2.62,.052,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,W3,3,W,2009-01-02 12:45:00,.2,14.7,.038,2009-01-21 12:24:00,-.13,7.23,.024,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,W1,1,W,2009-01-02 12:25:00,.11,12.3,.015,2009-01-21 12:01:00,-.07,3.64,.014,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,U7,7,U,2009-01-02 12:01:00,.16,13.03,.061,2009-01-21 11:48:00,.06,2.34,.018,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,U5,5,U,2009-01-02 11:15:00,.16,18.3,.037,2009-01-21 11:15:00,.18,.16,.013,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,U3,3,U,2009-01-02 12:48:00,.21,17.43,.017,2009-01-21 12:29:00,.02,7.6,.06,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,U1,1,U,2009-01-02 12:05:00,.1,12.62,.014,2009-01-21 11:51:00,0,1.3,.013,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,P7,7,P,2009-01-02 11:42:00,.19,18.35,.069,2009-01-21 11:32:00,.04,5.26,.028,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,P5,5,P,2009-01-02 11:20:00,.09,18.65,.009,2009-01-21 11:18:00,.15,.18,.015,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,P3,3,P,2009-01-02 12:40:00,.21,13.51,.022,2009-01-21 12:19:00,.14,5.59,.035,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,P1,1,P,2009-01-02 12:30:00,.17,14.76,.015,2009-01-21 12:05:00,-.11,4.5,-.004,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,N7,7,N,2009-01-02 11:44:00,.24,18.15,.038,2009-01-21 11:34:00,.11,4.72,.044,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,N5,5,N,2009-01-02 11:36:00,.26,16.77,.012,2009-01-21 11:27:00,.17,2.5,.014,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,N3,3,N,2009-01-02 12:35:00,.19,13.71,.032,2009-01-21 12:12:00,-.03,5.41,.028,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,N1,1,N,2009-01-02 12:33:00,.11,16.58,.021,2009-01-21 12:10:00,-.02,5.33,.053,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CP7,7,CP,2009-01-02 11:48:00,.22,18.22,.023,2009-01-21 11:37:00,.19,1.41,.06,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CP5,5,CP,2009-01-02 11:29:00,.2,16.12,.002,2009-01-21 11:22:00,.25,-.58,.124,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CP3,3,CP,2009-01-02 12:42:00,.2,13.47,.019,2009-01-21 12:22:00,.15,4.92,.003,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CP1,1,CP,2009-01-02 12:22:00,.15,13.28,.022,2009-01-21 11:59:00,.05,3.15,.01,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CN7,7,CN,2009-01-02 11:51:00,.14,18.03,.021,2009-01-21 11:40:00,.1,1.52,.007,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CN5,5,CN,2009-01-02 11:23:00,.23,18.87,.009,2009-01-21 11:20:00,.19,.57,.018,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CN3,3,CN,2009-01-02 12:50:00,.19,18.66,.017,2009-01-21 12:31:00,.19,7.2,-.004,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,CN1,1,CN,2009-01-02 12:14:00,.19,10.92,.03,2009-01-21 11:53:00,.08,2.24,.017,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,C7,7,C,2009-01-02 11:58:00,.25,11.71,.048,2009-01-21 11:45:00,.11,2.94,.027,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,C5,5,C,2009-01-02 11:12:00,.14,19.18,.025,2009-01-21 11:13:00,.19,.09,.016,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,C3,3,C,2009-01-02 12:38:00,.24,13.79,.033,2009-01-21 12:17:00,.16,6.16,.034,,2009-01-21 00:00:00
SOILS_SE_CO2,Bonney,W5,5,W,2009-01-02 11:32:00,.26,15.6,.011,2009-01-21 11:24:00,.18,-.04,.015,,2009-01-21 00:00:00
SOILS_SE_CO2,Fryxell,W2,2,W,,,,,2010-01-08 11:51:00,.315,9.315,.068,,2010-01-08 11:51:00
SOILS_SE_CO2,Fryxell,CN2,2,CN,,,,,2010-01-08 11:55:00,.865,7.585,.064,,2010-01-08 11:55:00
SOILS_SE_CO2,Fryxell,C2,2,C,,,,,2010-01-08 12:00:00,.42,10.105,.081,,2010-01-08 12:00:00
SOILS_SE_CO2,Fryxell,P2,2,P,,,,,2010-01-08 12:04:00,.315,10.295,.0525,,2010-01-08 12:04:00
SOILS_SE_CO2,Fryxell,U2,2,U,,,,,2010-01-08 12:09:00,.3,7.775,.048,,2010-01-08 12:09:00
SOILS_SE_CO2,Fryxell,N2,2,N,,,,,2010-01-08 12:14:00,.28,7.69,.1055,,2010-01-08 12:14:00
SOILS_SE_CO2,Fryxell,CP2,2,CP,,,,,2010-01-08 12:18:00,.31,9.355,.027,,2010-01-08 12:18:00
SOILS_SE_CO2,Fryxell,N4,4,N,,,,,2010-01-08 12:23:00,.35,9.525,.128,,2010-01-08 12:23:00
SOILS_SE_CO2,Fryxell,U4,4,U,,,,,2010-01-08 12:27:00,.38,7.97,.041,,2010-01-08 12:27:00
SOILS_SE_CO2,Fryxell,W4,4,W,,,,,2010-01-08 12:31:00,.275,8.98,.0625,,2010-01-08 12:31:00
SOILS_SE_CO2,Fryxell,P4,4,P,,,,,2010-01-08 12:35:00,.215,9.635,.0625,,2010-01-08 12:35:00
SOILS_SE_CO2,Fryxell,CN4,4,CN,,,,,2010-01-08 12:47:00,.725,9.12,.0565,,2010-01-08 12:47:00
SOILS_SE_CO2,Fryxell,CP4,4,CP,,,,,2010-01-08 12:51:00,.3,10.04,.0825,,2010-01-08 12:51:00
SOILS_SE_CO2,Fryxell,C4,4,C,,,,,2010-01-08 12:56:00,.475,10.545,.063,,2010-01-08 12:56:00
SOILS_SE_CO2,Fryxell,P7,7,P,,,,,2010-01-08 13:00:00,.25,7.21,.0815,,2010-01-08 13:00:00
SOILS_SE_CO2,Fryxell,N7,7,N,,,,,2010-01-08 13:06:00,.15,9.445,.02,,2010-01-08 13:06:00
SOILS_SE_CO2,Fryxell,CP7,7,CP,,,,,2010-01-08 13:10:00,.133,5.987,.108,,2010-01-08 13:10:00
SOILS_SE_CO2,Fryxell,CN7,7,CN,,,,,2010-01-08 13:24:00,.62,6.45,.016,,2010-01-08 13:24:00
SOILS_SE_CO2,Fryxell,W7,7,W,,,,,2010-01-08 13:28:00,.185,6.605,.044,,2010-01-08 13:28:00
SOILS_SE_CO2,Fryxell,C7,7,C,,,,,2010-01-08 13:33:00,.355,8.425,.01,,2010-01-08 13:33:00
SOILS_SE_CO2,Fryxell,U7,7,U,,,,,2010-01-08 13:37:00,.325,4.435,.054,,2010-01-08 13:37:00
SOILS_SE_CO2,Fryxell,N5,5,N,,,,,2010-01-08 13:42:00,.395,4.86,.021,,2010-01-08 13:42:00
SOILS_SE_CO2,Fryxell,P5,5,P,,,,,2010-01-08 13:46:00,.205,5.155,.1055,,2010-01-08 13:46:00
SOILS_SE_CO2,Fryxell,CP5,5,CP,,,,,2010-01-08 13:50:00,.345,8.255,.0905,,2010-01-08 13:50:00
SOILS_SE_CO2,Fryxell,CN5,5,CN,,,,,2010-01-08 13:56:00,1.28,7.29,.092,,2010-01-08 13:56:00
SOILS_SE_CO2,Fryxell,W5,5,W,,,,,2010-01-08 14:01:00,.27,9.34,.1335,,2010-01-08 14:01:00
SOILS_SE_CO2,Fryxell,U5,5,U,,,,,2010-01-08 14:05:00,.475,6.475,.067,,2010-01-08 14:05:00
SOILS_SE_CO2,Fryxell,C5,5,C,,,,,2010-01-08 14:09:00,.375,11.1,.0955,,2010-01-08 14:09:00
SOILS_SE_CO2,Bonney,U5,5,U,,,,,2010-01-16 11:11:00,.09,1.2,.028,,2010-01-16 11:11:00
SOILS_SE_CO2,Bonney,P5,5,P,,,,,2010-01-16 11:15:00,.11,2.1,.022,,2010-01-16 11:15:00
SOILS_SE_CO2,Bonney,CN5,5,CN,,,,,2010-01-16 11:18:00,.24,1.58,.016,,2010-01-16 11:18:00
SOILS_SE_CO2,Bonney,CP5,5,CP,,,,,2010-01-16 11:41:00,.12,3.92,.022,,2010-01-16 11:41:00
SOILS_SE_CO2,Bonney,W5,5,W,,,,,2010-01-16 11:44:00,.12,2.5,.009,,2010-01-16 11:44:00
SOILS_SE_CO2,Bonney,N5,5,N,,,,,2010-01-16 11:51:00,.14,3.13,.068,,2010-01-16 11:51:00
SOILS_SE_CO2,Bonney,U7,7,U,,,,,2010-01-16 11:55:00,.07,4.96,-.003,,2010-01-16 11:55:00
SOILS_SE_CO2,Bonney,C7,7,C,,,,,2010-01-16 11:57:00,.26,4.5,.028,,2010-01-16 11:57:00
SOILS_SE_CO2,Bonney,W7,7,W,,,,,2010-01-16 12:01:00,.11,5.37,.021,,2010-01-16 12:01:00
SOILS_SE_CO2,Bonney,CN7,7,CN,,,,,2010-01-16 12:03:00,.37,5.38,.002,,2010-01-16 12:03:00
SOILS_SE_CO2,Bonney,CP7,7,CP,,,,,2010-01-16 12:07:00,.19,5.11,.029,,2010-01-16 12:07:00
SOILS_SE_CO2,Bonney,N7,7,N,,,,,2010-01-16 12:10:00,.17,8.06,.009,,2010-01-16 12:10:00
SOILS_SE_CO2,Bonney,P7,7,P,,,,,2010-01-16 12:13:00,.22,8.9,.101,,2010-01-16 12:13:00
SOILS_SE_CO2,Bonney,CP2,2,CP,,,,,2010-01-16 12:17:00,.16,9.77,.025,,2010-01-16 12:17:00
SOILS_SE_CO2,Bonney,N2,2,N,,,,,2010-01-16 12:21:00,.11,8.43,.009,,2010-01-16 12:21:00
SOILS_SE_CO2,Bonney,U2,2,U,,,,,2010-01-16 12:24:00,.12,7.12,.018,,2010-01-16 12:24:00
SOILS_SE_CO2,Bonney,P2,2,P,,,,,2010-01-16 12:27:00,.16,5.53,.047,,2010-01-16 12:27:00
SOILS_SE_CO2,Bonney,C2,2,C,,,,,2010-01-16 12:30:00,.18,5.8,.016,,2010-01-16 12:30:00
SOILS_SE_CO2,Bonney,CN2,2,CN,,,,,2010-01-16 12:33:00,.35,5.93,.025,,2010-01-16 12:33:00
SOILS_SE_CO2,Bonney,W2,2,W,,,,,2010-01-16 12:59:00,.16,10.01,.019,,2010-01-16 12:59:00
SOILS_SE_CO2,Bonney,N4,4,N,,,,,2010-01-16 13:02:00,.12,10.42,.016,,2010-01-16 13:02:00
SOILS_SE_CO2,Bonney,U4,4,U,,,,,2010-01-16 13:06:00,.04,7.67,.012,,2010-01-16 13:06:00
SOILS_SE_CO2,Bonney,W4,4,W,,,,,2010-01-16 13:08:00,.2,7.78,.023,,2010-01-16 13:08:00
SOILS_SE_CO2,Bonney,P4,4,P,,,,,2010-01-16 13:11:00,.16,7.78,.029,,2010-01-16 13:11:00
SOILS_SE_CO2,Bonney,CN4,4,CN,,,,,2010-01-16 13:15:00,.27,8.46,.029,,2010-01-16 13:15:00
SOILS_SE_CO2,Bonney,CP4,4,CP,,,,,2010-01-16 13:20:00,.2,8.49,.028,,2010-01-16 13:20:00
SOILS_SE_CO2,Bonney,C4,4,C,,,,,2010-01-16 13:23:00,.15,7.72,.02,,2010-01-16 13:23:00
SOILS_SE_CO2,Bonney,C5,5,C,,,,,2010-01-16 13:28:00,.2,9.02,.019,,2010-01-16 13:28:00
