"Data set title: Christopher B. Craft. 2018. Sediment elevation measurements from the GCE LTER Seawater Addition Long-Term Experiment (SALTEx) sampling sites from July 2013 to August 2022. Georgia Coastal Ecosystems LTER Data Catalog (data set GEL-GCED-1802; /data/GEL-GCED-1802)",,,,,,,,
,,,,,,,,,
"Sample_Date","Plot","Treatment","Moved_From","Replicate","Arm","Pin_Number","Elevation","Flag_Elevation"
2015-07-13,"C6","PR","",6,6,1,,""
2015-07-13,"C6","PR","",6,6,2,,""
2015-07-13,"C6","PR","",6,6,3,,""
2015-07-13,"C6","PR","",6,6,4,,""
2015-07-13,"C6","PR","",6,6,5,231,""
2015-07-13,"C6","PR","",6,6,6,234,""
2015-07-13,"C6","PR","",6,6,7,236,""
2015-07-13,"C6","PR","",6,6,8,234,""
2015-07-13,"C6","PR","",6,6,9,,""
2015-07-13,"D5","Pu","",5,1,1,,""
2015-07-13,"D5","Pu","",5,1,2,,""
2015-07-13,"D5","Pu","",5,1,3,263,""
2015-07-13,"D5","Pu","",5,1,4,262,""
2015-07-13,"D5","Pu","",5,1,5,263,""
2015-07-13,"D5","Pu","",5,1,6,261,""
2015-07-13,"D5","Pu","",5,1,7,268,""
2015-07-13,"D5","Pu","",5,1,8,262,""
2015-07-13,"D5","Pu","",5,1,9,,""
2015-07-13,"D5","Pu","",5,7,1,,""
2015-07-13,"D5","Pu","",5,7,2,,""
2015-07-13,"D5","Pu","",5,7,3,,""
2015-07-13,"D5","Pu","",5,7,4,270,""
2015-07-13,"D5","Pu","",5,7,5,268,""
2015-07-13,"D5","Pu","",5,7,6,,""
2015-07-13,"D5","Pu","",5,7,7,262,""
2015-07-13,"D5","Pu","",5,7,8,261,""
2015-07-13,"D5","Pu","",5,7,9,261,""
2015-07-13,"D5","Pu","",5,8,1,256,""
2015-07-13,"D5","Pu","",5,8,2,256,""
2015-07-13,"D5","Pu","",5,8,3,254,""
2015-07-13,"D5","Pu","",5,8,4,,""
2015-07-13,"D5","Pu","",5,8,5,245,""
2015-07-13,"D5","Pu","",5,8,6,249,""
2015-07-13,"D5","Pu","",5,8,7,252,""
2015-07-13,"D5","Pu","",5,8,8,,""
2015-07-13,"D5","Pu","",5,8,9,251,""
2016-01-17,"X2","C","",2,1,1,240,""
2016-01-17,"X2","C","",2,1,2,238,""
2016-01-17,"X2","C","",2,1,3,238,""
2016-01-17,"X2","C","",2,1,4,236,""
2016-01-17,"X2","C","",2,1,5,245,""
2016-01-17,"X2","C","",2,1,6,,""
2016-01-17,"X2","C","",2,1,7,255,""
2016-01-17,"X2","C","",2,1,8,244,""
2016-01-17,"X2","C","",2,1,9,249,""
2016-01-17,"X2","C","",2,2,1,,""
2016-01-17,"X2","C","",2,2,2,,""
2016-01-17,"X2","C","",2,2,3,242,""
2016-01-17,"X2","C","",2,2,4,240,""
2016-01-17,"X2","C","",2,2,5,233,""
2016-01-17,"X2","C","",2,2,6,240,""
2016-01-17,"X2","C","",2,2,7,240,""
2016-01-17,"X2","C","",2,2,8,230,""
2016-01-17,"X2","C","",2,2,9,236,""
2016-01-17,"X2","C","",2,8,1,225,""
2016-01-17,"X2","C","",2,8,2,229,""
2016-01-17,"X2","C","",2,8,3,229,""
2016-01-17,"X2","C","",2,8,4,234,""
2016-01-17,"X2","C","",2,8,5,238,""
2016-01-17,"X2","C","",2,8,6,232,""
2016-01-17,"X2","C","",2,8,7,235,""
2016-01-17,"X2","C","",2,8,8,244,""
2016-01-17,"X2","C","",2,8,9,237,""
2016-01-17,"X3","C","",3,1,1,,""
2016-01-17,"X3","C","",3,1,2,281,""
2016-01-17,"X3","C","",3,1,3,276,""
2016-01-17,"X3","C","",3,1,4,286,""
2016-01-17,"X3","C","",3,1,5,260,""
2016-01-17,"X3","C","",3,1,6,269,""
2016-01-17,"X3","C","",3,1,7,272,""
2016-01-17,"X3","C","",3,1,8,275,""
2016-01-17,"X3","C","",3,1,9,277,""
2016-01-17,"X3","C","",3,2,1,255,""
2016-01-17,"X3","C","",3,2,2,,""
2016-01-17,"X3","C","",3,2,3,,""
2016-01-17,"X3","C","",3,2,4,257,""
2016-01-17,"X3","C","",3,2,5,262,""
2016-01-17,"X3","C","",3,2,6,261,""
2016-01-17,"X3","C","",3,2,7,251,""
2016-01-17,"X3","C","",3,2,8,252,""
2016-01-17,"X3","C","",3,2,9,256,""
2016-01-17,"X3","C","",3,3,1,261,""
2016-01-17,"X3","C","",3,3,2,267,""
2016-01-17,"X3","C","",3,3,3,260,""
2016-01-17,"X3","C","",3,3,4,250,""
2016-01-17,"X3","C","",3,3,5,264,""
2016-01-17,"X3","C","",3,3,6,256,""
2016-01-17,"X3","C","",3,3,7,262,""
2016-01-17,"X3","C","",3,3,8,260,""
2016-01-17,"X3","C","",3,3,9,,""
2016-01-17,"X4","C","",4,1,1,271,""
2016-01-17,"X4","C","",4,1,2,269,""
2016-01-17,"X4","C","",4,1,3,272,""
2016-01-17,"X4","C","",4,1,4,265,""
2016-01-17,"X4","C","",4,1,5,269,""
2016-01-17,"X4","C","",4,1,6,268,""
2016-01-17,"X4","C","",4,1,7,276,""
2016-01-17,"X4","C","",4,1,8,277,""
2016-01-17,"X4","C","",4,1,9,272,""
2016-01-17,"X4","C","",4,2,1,262,""
2016-01-17,"X4","C","",4,2,2,272,""
2016-01-17,"X4","C","",4,2,3,276,""
2016-01-17,"X4","C","",4,2,4,278,""
2016-01-17,"X4","C","",4,2,5,,""
2016-01-17,"X4","C","",4,2,6,277,""
2016-01-17,"X4","C","",4,2,7,268,""
2016-01-17,"X4","C","",4,2,8,275,""
2016-01-17,"X4","C","",4,2,9,278,""
2016-01-17,"X4","C","",4,3,1,,""
2016-01-17,"X4","C","",4,3,2,276,""
2016-01-17,"X4","C","",4,3,3,276,""
2016-01-17,"X4","C","",4,3,4,286,""
2016-01-17,"X4","C","",4,3,5,285,""
2016-01-17,"X4","C","",4,3,6,284,""
2016-01-17,"X4","C","",4,3,7,283,""
2016-01-17,"X4","C","",4,3,8,291,""
2016-01-17,"X4","C","",4,3,9,290,""
2016-01-17,"X6","C","",6,5,1,266,""
2016-01-17,"X6","C","",6,5,2,278,""
2016-01-17,"X6","C","",6,5,3,274,""
2016-01-17,"X6","C","",6,5,4,274,""
2016-01-17,"X6","C","",6,5,5,269,""
2016-01-17,"X6","C","",6,5,6,284,""
2016-01-17,"X6","C","",6,5,7,286,""
2016-01-17,"X6","C","",6,5,8,288,""
2016-01-17,"X6","C","",6,5,9,,""
2016-01-17,"X6","C","",6,6,1,261,""
2016-01-17,"X6","C","",6,6,2,263,""
2016-01-17,"X6","C","",6,6,3,266,""
2016-01-17,"X6","C","",6,6,4,265,""
2016-01-17,"X6","C","",6,6,5,257,""
2016-01-17,"X6","C","",6,6,6,262,""
2016-01-17,"X6","C","",6,6,7,261,""
2016-01-17,"X6","C","",6,6,8,256,""
2016-01-17,"X6","C","",6,6,9,,""
2016-01-17,"X6","C","",6,7,1,,""
2016-01-17,"X6","C","",6,7,2,272,""
2016-01-17,"X6","C","",6,7,3,270,""
2016-01-17,"X6","C","",6,7,4,261,""
2016-01-17,"X6","C","",6,7,5,262,""
2016-01-17,"X6","C","",6,7,6,,""
2016-01-17,"X6","C","",6,7,7,267,""
2016-01-17,"X6","C","",6,7,8,271,""
2016-01-17,"X6","C","",6,7,9,266,""
2016-01-17,"B1","CS","",1,1,1,330,""
2016-01-17,"B1","CS","",1,1,2,333,""
2016-01-17,"B1","CS","",1,1,3,331,""
2016-01-17,"B1","CS","",1,1,4,337,""
2016-01-17,"B1","CS","",1,1,5,335,""
2016-01-17,"B1","CS","",1,1,6,336,""
2016-01-17,"B1","CS","",1,1,7,331,""
2016-01-17,"B1","CS","",1,1,8,330,""
2016-01-17,"B1","CS","",1,1,9,,""
2016-01-17,"B1","CS","",1,2,1,,""
2016-01-17,"B1","CS","",1,2,2,,""
2016-01-17,"B1","CS","",1,2,3,342,""
2016-01-17,"B1","CS","",1,2,4,341,""
2016-01-17,"B1","CS","",1,2,5,339,""
2016-01-17,"B1","CS","",1,2,6,338,""
2016-01-17,"B1","CS","",1,2,7,340,""
2016-01-17,"B1","CS","",1,2,8,332,""
2016-01-17,"B1","CS","",1,2,9,,""
2016-01-17,"B1","CS","",1,3,1,,""
2016-01-17,"B1","CS","",1,3,2,,""
2016-01-17,"B1","CS","",1,3,3,,""
2016-01-17,"B1","CS","",1,3,4,,""
2016-01-17,"B1","CS","",1,3,5,,""
2016-01-17,"B1","CS","",1,3,6,,""
2016-01-17,"B1","CS","",1,3,7,,""
2016-01-17,"B1","CS","",1,3,8,,""
2016-01-17,"B1","CS","",1,3,9,,""
2016-01-17,"B5","CS","",5,3,1,,""
2016-01-17,"B5","CS","",5,3,2,,""
2016-01-17,"B5","CS","",5,3,3,,""
2016-01-17,"B5","CS","",5,3,4,276,""
2016-01-17,"B5","CS","",5,3,5,283,""
2016-01-17,"B5","CS","",5,3,6,295,""
2016-01-17,"B5","CS","",5,3,7,286,""
2016-01-17,"B5","CS","",5,3,8,292,""
2016-01-17,"B5","CS","",5,3,9,288,""
2016-01-17,"B5","CS","",5,4,1,299,""
2016-01-17,"B5","CS","",5,4,2,,""
2016-01-17,"B5","CS","",5,4,3,301,""
2016-01-17,"B5","CS","",5,4,4,,""
2016-01-17,"B5","CS","",5,4,5,311,""
2016-01-17,"B5","CS","",5,4,6,303,""
2016-01-17,"B5","CS","",5,4,7,311,""
2016-01-17,"B5","CS","",5,4,8,311,""
2016-01-17,"B5","CS","",5,4,9,315,""
2016-01-17,"B5","CS","",5,5,1,,""
2016-01-17,"B5","CS","",5,5,2,,""
2016-01-17,"B5","CS","",5,5,3,285,""
2016-01-17,"B5","CS","",5,5,4,295,""
2016-01-17,"B5","CS","",5,5,5,287,""
2016-01-17,"B5","CS","",5,5,6,292,""
2016-01-17,"B5","CS","",5,5,7,295,""
2016-01-17,"B5","CS","",5,5,8,292,""
2016-01-17,"B5","CS","",5,5,9,298,""
2016-01-17,"C2","CS","PR2",3,4,1,,""
2016-01-17,"C2","CS","PR2",3,4,2,,""
2016-01-17,"C2","CS","PR2",3,4,3,250,""
2016-01-17,"C2","CS","PR2",3,4,4,264,""
2016-01-17,"C2","CS","PR2",3,4,5,269,""
2016-01-17,"C2","CS","PR2",3,4,6,,""
2016-01-17,"C2","CS","PR2",3,4,7,266,""
2016-01-17,"C2","CS","PR2",3,4,8,255,""
2016-01-17,"C2","CS","PR2",3,4,9,264,""
2016-01-17,"C2","CS","PR2",3,5,1,271,""
2016-01-17,"C2","CS","PR2",3,5,2,270,""
2016-01-17,"C2","CS","PR2",3,5,3,271,""
2016-01-17,"C2","CS","PR2",3,5,4,278,""
2016-01-17,"C2","CS","PR2",3,5,5,279,""
2016-01-17,"C2","CS","PR2",3,5,6,277,""
2016-01-17,"C2","CS","PR2",3,5,7,,""
2016-01-17,"C2","CS","PR2",3,5,8,265,""
2016-01-17,"C2","CS","PR2",3,5,9,268,""
2016-01-17,"C2","CS","PR2",3,6,1,,""
2016-01-17,"C2","CS","PR2",3,6,2,,""
2016-01-17,"C2","CS","PR2",3,6,3,235,""
2016-01-17,"C2","CS","PR2",3,6,4,,""
2016-01-17,"C2","CS","PR2",3,6,5,248,""
2016-01-17,"C2","CS","PR2",3,6,6,250,""
2016-01-17,"C2","CS","PR2",3,6,7,,""
2016-01-17,"C2","CS","PR2",3,6,8,252,""
2016-01-17,"C2","CS","PR2",3,6,9,258,""
2016-01-17,"A2","Fr","",2,1,1,276,""
2016-01-17,"A2","Fr","",2,1,2,273,""
2016-01-17,"A2","Fr","",2,1,3,279,""
2016-01-17,"A2","Fr","",2,1,4,279,""
2016-01-17,"A2","Fr","",2,1,5,274,""
2016-01-17,"A2","Fr","",2,1,6,281,""
2016-01-17,"A2","Fr","",2,1,7,271,""
2016-01-17,"A2","Fr","",2,1,8,272,""
2016-01-17,"A2","Fr","",2,1,9,274,""
2016-01-17,"A2","Fr","",2,7,1,271,""
2016-01-17,"A2","Fr","",2,7,2,269,""
2016-01-17,"A2","Fr","",2,7,3,276,""
2016-01-17,"A2","Fr","",2,7,4,272,""
2016-01-17,"A2","Fr","",2,7,5,271,""
2016-01-17,"A2","Fr","",2,7,6,274,""
2016-01-17,"A2","Fr","",2,7,7,281,""
2016-01-17,"A2","Fr","",2,7,8,278,""
2016-01-17,"A2","Fr","",2,7,9,,""
2016-01-17,"A2","Fr","",2,8,1,,""
2016-01-17,"A2","Fr","",2,8,2,265,""
2016-01-17,"A2","Fr","",2,8,3,273,""
2016-01-17,"A2","Fr","",2,8,4,275,""
2016-01-17,"A2","Fr","",2,8,5,269,""
2016-01-17,"A2","Fr","",2,8,6,280,""
2016-01-17,"A2","Fr","",2,8,7,273,""
2016-01-17,"A2","Fr","",2,8,8,275,""
2016-01-17,"A2","Fr","",2,8,9,265,""
2016-01-17,"A3","Fr","",3,1,1,328,""
2016-01-17,"A3","Fr","",3,1,2,321,""
2016-01-17,"A3","Fr","",3,1,3,325,""
2016-01-17,"A3","Fr","",3,1,4,322,""
2016-01-17,"A3","Fr","",3,1,5,318,""
2016-01-17,"A3","Fr","",3,1,6,,""
2016-01-17,"A3","Fr","",3,1,7,327,""
2016-01-17,"A3","Fr","",3,1,8,324,""
2016-01-17,"A3","Fr","",3,1,9,323,""
2016-01-17,"A3","Fr","",3,7,1,,""
2016-01-17,"A3","Fr","",3,7,2,,""
2016-01-17,"A3","Fr","",3,7,3,294,""
2016-01-17,"A3","Fr","",3,7,4,301,""
2016-01-17,"A3","Fr","",3,7,5,291,""
2016-01-17,"A3","Fr","",3,7,6,293,""
2016-01-17,"A3","Fr","",3,7,7,,""
2016-01-17,"A3","Fr","",3,7,8,305,""
2016-01-17,"A3","Fr","",3,7,9,296,""
2016-01-17,"A3","Fr","",3,8,1,318,""
2016-01-17,"A3","Fr","",3,8,2,323,""
2016-01-17,"A3","Fr","",3,8,3,317,""
2016-01-17,"A3","Fr","",3,8,4,326,""
2016-01-17,"A3","Fr","",3,8,5,322,""
2016-01-17,"A3","Fr","",3,8,6,320,""
2016-01-17,"A3","Fr","",3,8,7,324,""
2016-01-17,"A3","Fr","",3,8,8,321,""
2016-01-17,"A3","Fr","",3,8,9,320,""
2016-01-17,"A5","Fr","",5,5,1,,""
2016-01-17,"A5","Fr","",5,5,2,,""
2016-01-17,"A5","Fr","",5,5,3,305,""
2016-01-17,"A5","Fr","",5,5,4,305,""
2016-01-17,"A5","Fr","",5,5,5,304,""
2016-01-17,"A5","Fr","",5,5,6,307,""
2016-01-17,"A5","Fr","",5,5,7,306,""
2016-01-17,"A5","Fr","",5,5,8,306,""
2016-01-17,"A5","Fr","",5,5,9,304,""
2016-01-17,"A5","Fr","",5,6,1,314,""
2016-01-17,"A5","Fr","",5,6,2,319,""
2016-01-17,"A5","Fr","",5,6,3,312,""
2016-01-17,"A5","Fr","",5,6,4,,""
2016-01-17,"A5","Fr","",5,6,5,318,""
2016-01-17,"A5","Fr","",5,6,6,314,""
2016-01-17,"A5","Fr","",5,6,7,320,""
2016-01-17,"A5","Fr","",5,6,8,322,""
2016-01-17,"A5","Fr","",5,6,9,322,""
2016-01-17,"A5","Fr","",5,7,1,,""
2016-01-17,"A5","Fr","",5,7,2,307,""
2016-01-17,"A5","Fr","",5,7,3,309,""
2016-01-17,"A5","Fr","",5,7,4,312,""
2016-01-17,"A5","Fr","",5,7,5,306,""
2016-01-17,"A5","Fr","",5,7,6,307,""
2016-01-17,"A5","Fr","",5,7,7,312,""
2016-01-17,"A5","Fr","",5,7,8,311,""
2016-01-17,"A5","Fr","",5,7,9,,""
2016-01-17,"A6","Fr","",6,3,1,,""
2016-01-17,"A6","Fr","",6,3,2,309,""
2016-01-17,"A6","Fr","",6,3,3,310,""
2016-01-17,"A6","Fr","",6,3,4,300,""
2016-01-17,"A6","Fr","",6,3,5,310,""
2016-01-17,"A6","Fr","",6,3,6,320,""
2016-01-17,"A6","Fr","",6,3,7,,""
2016-01-17,"A6","Fr","",6,3,8,314,""
2016-01-17,"A6","Fr","",6,3,9,310,""
2016-01-17,"A6","Fr","",6,4,1,,""
2016-01-17,"A6","Fr","",6,4,2,322,""
2016-01-17,"A6","Fr","",6,4,3,,""
2016-01-17,"A6","Fr","",6,4,4,,""
2016-01-17,"A6","Fr","",6,4,5,,""
2016-01-17,"A6","Fr","",6,4,6,309,""
2016-01-17,"A6","Fr","",6,4,7,317,""
2016-01-17,"A6","Fr","",6,4,8,320,""
2016-01-17,"A6","Fr","",6,4,9,301,""
2016-01-17,"A6","Fr","",6,5,1,,""
2016-01-17,"A6","Fr","",6,5,2,311,""
2016-01-17,"A6","Fr","",6,5,3,309,""
2016-01-17,"A6","Fr","",6,5,4,,""
2016-01-17,"A6","Fr","",6,5,5,312,""
2016-01-17,"A6","Fr","",6,5,6,312,""
2016-01-17,"A6","Fr","",6,5,7,308,""
2016-01-17,"A6","Fr","",6,5,8,314,""
2016-01-17,"A6","Fr","",6,5,9,309,""
2016-01-17,"C1","Fr","PR1",1,6,1,277,""
2016-01-17,"C1","Fr","PR1",1,6,2,272,""
2016-01-17,"C1","Fr","PR1",1,6,3,,""
2016-01-17,"C1","Fr","PR1",1,6,4,285,""
2016-01-17,"C1","Fr","PR1",1,6,5,,""
2016-01-17,"C1","Fr","PR1",1,6,6,294,""
2016-01-17,"C1","Fr","PR1",1,6,7,284,""
2016-01-17,"C1","Fr","PR1",1,6,8,291,""
2016-01-17,"C1","Fr","PR1",1,6,9,287,""
2016-01-17,"C1","Fr","PR1",1,7,1,,""
2016-01-17,"C1","Fr","PR1",1,7,2,277,""
2016-01-17,"C1","Fr","PR1",1,7,3,282,""
2016-01-17,"C1","Fr","PR1",1,7,4,,""
2016-01-17,"C1","Fr","PR1",1,7,5,,""
2016-01-17,"C1","Fr","PR1",1,7,6,,""
2016-01-17,"C1","Fr","PR1",1,7,7,289,""
2016-01-17,"C1","Fr","PR1",1,7,8,291,""
2016-01-17,"C1","Fr","PR1",1,7,9,292,""
2016-01-17,"C1","Fr","PR1",1,8,1,,""
2016-01-17,"C1","Fr","PR1",1,8,2,286,""
2016-01-17,"C1","Fr","PR1",1,8,3,278,""
2016-01-17,"C1","Fr","PR1",1,8,4,272,""
2016-01-17,"C1","Fr","PR1",1,8,5,278,""
2016-01-17,"C1","Fr","PR1",1,8,6,,""
2016-01-17,"C1","Fr","PR1",1,8,7,276,""
2016-01-17,"C1","Fr","PR1",1,8,8,,""
2016-01-17,"C1","Fr","PR1",1,8,9,276,""
2016-01-17,"B2","PR","CS2",1,5,1,,""
2016-01-17,"B2","PR","CS2",1,5,2,,""
2016-01-17,"B2","PR","CS2",1,5,3,255,""
2016-01-17,"B2","PR","CS2",1,5,4,244,""
2016-01-17,"B2","PR","CS2",1,5,5,246,""
2016-01-17,"B2","PR","CS2",1,5,6,255,""
2016-01-17,"B2","PR","CS2",1,5,7,250,""
2016-01-17,"B2","PR","CS2",1,5,8,254,""
2016-01-17,"B2","PR","CS2",1,5,9,242,""
2016-01-17,"B2","PR","CS2",1,6,1,234,""
2016-01-17,"B2","PR","CS2",1,6,2,235,""
2016-01-17,"B2","PR","CS2",1,6,3,241,""
2016-01-17,"B2","PR","CS2",1,6,4,244,""
2016-01-17,"B2","PR","CS2",1,6,5,245,""
2016-01-17,"B2","PR","CS2",1,6,6,244,""
2016-01-17,"B2","PR","CS2",1,6,7,252,""
2016-01-17,"B2","PR","CS2",1,6,8,248,""
2016-01-17,"B2","PR","CS2",1,6,9,245,""
2016-01-17,"B2","PR","CS2",1,7,1,,""
2016-01-17,"B2","PR","CS2",1,7,2,,""
2016-01-17,"B2","PR","CS2",1,7,3,257,""
2016-01-17,"B2","PR","CS2",1,7,4,261,""
2016-01-17,"B2","PR","CS2",1,7,5,255,""
2016-01-17,"B2","PR","CS2",1,7,6,256,""
2016-01-17,"B2","PR","CS2",1,7,7,256,""
2016-01-17,"B2","PR","CS2",1,7,8,258,""
2016-01-17,"B2","PR","CS2",1,7,9,,""
2016-01-17,"C4","PR","",4,1,1,,""
2016-01-17,"C4","PR","",4,1,2,,""
2016-01-17,"C4","PR","",4,1,3,,""
2016-01-17,"C4","PR","",4,1,4,196,""
2016-01-17,"C4","PR","",4,1,5,210,""
2016-01-17,"C4","PR","",4,1,6,,""
2016-01-17,"C4","PR","",4,1,7,222,""
2016-01-17,"C4","PR","",4,1,8,224,""
2016-01-17,"C4","PR","",4,1,9,200,""
2016-01-17,"C4","PR","",4,7,1,239,""
2016-01-17,"C4","PR","",4,7,2,222,""
2016-01-17,"C4","PR","",4,7,3,236,""
2016-01-17,"C4","PR","",4,7,4,232,""
2016-01-17,"C4","PR","",4,7,5,240,""
2016-01-17,"C4","PR","",4,7,6,239,""
2016-01-17,"C4","PR","",4,7,7,240,""
2016-01-17,"C4","PR","",4,7,8,244,""
2016-01-17,"C4","PR","",4,7,9,246,""
2016-01-17,"C4","PR","",4,8,1,234,""
2016-01-17,"C4","PR","",4,8,2,238,""
2016-01-17,"C4","PR","",4,8,3,235,""
2016-01-17,"C4","PR","",4,8,4,240,""
2016-01-17,"C4","PR","",4,8,5,242,""
2016-01-17,"C4","PR","",4,8,6,236,""
2016-01-17,"C4","PR","",4,8,7,238,""
2016-01-17,"C4","PR","",4,8,8,238,""
2016-01-17,"C4","PR","",4,8,9,240,""
2016-01-17,"C6","PR","",6,4,1,242,""
2016-01-17,"C6","PR","",6,4,2,236,""
2016-01-17,"C6","PR","",6,4,3,239,""
2016-01-17,"C6","PR","",6,4,4,239,""
2016-01-17,"C6","PR","",6,4,5,239,""
2016-01-17,"C6","PR","",6,4,6,242,""
2016-01-17,"C6","PR","",6,4,7,244,""
2016-01-17,"C6","PR","",6,4,8,,""
2016-01-17,"C6","PR","",6,4,9,243,""
2016-01-17,"C6","PR","",6,5,1,245,""
2016-01-17,"C6","PR","",6,5,2,242,""
2016-01-17,"C6","PR","",6,5,3,237,""
2016-01-17,"C6","PR","",6,5,4,240,""
2016-01-17,"C6","PR","",6,5,5,241,""
2016-01-17,"C6","PR","",6,5,6,246,""
2016-01-17,"C6","PR","",6,5,7,243,""
2016-01-17,"C6","PR","",6,5,8,242,""
2016-01-17,"C6","PR","",6,5,9,236,""
2016-01-17,"C6","PR","",6,6,1,,""
2016-01-17,"C6","PR","",6,6,2,,""
2016-01-17,"C6","PR","",6,6,3,,""
2016-01-17,"C6","PR","",6,6,4,,""
2016-01-17,"C6","PR","",6,6,5,,""
2016-01-17,"C6","PR","",6,6,6,226,""
2016-01-17,"C6","PR","",6,6,7,232,""
2016-01-17,"C6","PR","",6,6,8,230,""
2016-01-17,"C6","PR","",6,6,9,227,""
2016-01-17,"D5","Pu","",5,1,1,,""
2016-01-17,"D5","Pu","",5,1,2,,""
2016-01-17,"D5","Pu","",5,1,3,269,""
2016-01-17,"D5","Pu","",5,1,4,279,""
2016-01-17,"D5","Pu","",5,1,5,273,""
2016-01-17,"D5","Pu","",5,1,6,274,""
2016-01-17,"D5","Pu","",5,1,7,275,""
2016-01-17,"D5","Pu","",5,1,8,,""
2016-01-17,"D5","Pu","",5,1,9,274,""
2016-01-17,"D5","Pu","",5,7,1,,""
2016-01-17,"D5","Pu","",5,7,2,,""
2016-01-17,"D5","Pu","",5,7,3,,""
2016-01-17,"D5","Pu","",5,7,4,262,""
2016-01-17,"D5","Pu","",5,7,5,261,""
2016-01-17,"D5","Pu","",5,7,6,266,""
2016-01-17,"D5","Pu","",5,7,7,267,""
2016-01-17,"D5","Pu","",5,7,8,269,""
2016-01-17,"D5","Pu","",5,7,9,267,""
2016-01-17,"D5","Pu","",5,8,1,264,""
2016-01-17,"D5","Pu","",5,8,2,263,""
2016-01-17,"D5","Pu","",5,8,3,,""
2016-01-17,"D5","Pu","",5,8,4,271,""
2016-01-17,"D5","Pu","",5,8,5,266,""
2016-01-17,"D5","Pu","",5,8,6,262,""
2016-01-17,"D5","Pu","",5,8,7,260,""
2016-01-17,"D5","Pu","",5,8,8,263,""
2016-01-17,"D5","Pu","",5,8,9,267,""
2016-07-11,"X2","C","",2,1,1,232,""
2016-07-11,"X2","C","",2,1,2,230,""
2016-07-11,"X2","C","",2,1,3,228,""
2016-07-11,"X2","C","",2,1,4,235,""
2016-07-11,"X2","C","",2,1,5,230,""
2016-07-11,"X2","C","",2,1,6,232,""
2016-07-11,"X2","C","",2,1,7,235,""
2016-07-11,"X2","C","",2,1,8,226,""
2016-07-11,"X2","C","",2,1,9,235,""
2016-07-11,"X2","C","",2,2,1,226,""
2016-07-11,"X2","C","",2,2,2,,""
2016-07-11,"X2","C","",2,2,3,226,""
2016-07-11,"X2","C","",2,2,4,225,""
2016-07-11,"X2","C","",2,2,5,225,""
2016-07-11,"X2","C","",2,2,6,225,""
2016-07-11,"X2","C","",2,2,7,230,""
2016-07-11,"X2","C","",2,2,8,230,""
2016-07-11,"X2","C","",2,2,9,230,""
2016-07-11,"X2","C","",2,8,1,,""
2016-07-11,"X2","C","",2,8,2,226,""
2016-07-11,"X2","C","",2,8,3,227,""
2016-07-11,"X2","C","",2,8,4,231,""
2016-07-11,"X2","C","",2,8,5,233,""
2016-07-11,"X2","C","",2,8,6,235,""
2016-07-11,"X2","C","",2,8,7,240,""
2016-07-11,"X2","C","",2,8,8,235,""
2016-07-11,"X2","C","",2,8,9,240,""
2016-07-11,"X3","C","",3,1,1,290,""
2016-07-11,"X3","C","",3,1,2,289,""
2016-07-11,"X3","C","",3,1,3,,""
2016-07-11,"X3","C","",3,1,4,281,""
2016-07-11,"X3","C","",3,1,5,276,""
2016-07-11,"X3","C","",3,1,6,278,""
2016-07-11,"X3","C","",3,1,7,280,""
2016-07-11,"X3","C","",3,1,8,278,""
2016-07-11,"X3","C","",3,1,9,,""
2016-07-11,"X3","C","",3,2,1,278,""
2016-07-11,"X3","C","",3,2,2,271,""
2016-07-11,"X3","C","",3,2,3,277,""
2016-07-11,"X3","C","",3,2,4,282,""
2016-07-11,"X3","C","",3,2,5,272,""
2016-07-11,"X3","C","",3,2,6,274,""
2016-07-11,"X3","C","",3,2,7,278,""
2016-07-11,"X3","C","",3,2,8,277,""
2016-07-11,"X3","C","",3,2,9,279,""
2016-07-11,"X3","C","",3,3,1,264,""
2016-07-11,"X3","C","",3,3,2,261,""
2016-07-11,"X3","C","",3,3,3,262,""
2016-07-11,"X3","C","",3,3,4,268,""
2016-07-11,"X3","C","",3,3,5,266,""
2016-07-11,"X3","C","",3,3,6,265,""
2016-07-11,"X3","C","",3,3,7,273,""
2016-07-11,"X3","C","",3,3,8,275,""
2016-07-11,"X3","C","",3,3,9,270,""
2016-07-11,"X4","C","",4,1,1,262,""
2016-07-11,"X4","C","",4,1,2,264,""
2016-07-11,"X4","C","",4,1,3,262,""
2016-07-11,"X4","C","",4,1,4,265,""
2016-07-11,"X4","C","",4,1,5,262,""
2016-07-11,"X4","C","",4,1,6,,""
2016-07-11,"X4","C","",4,1,7,264,""
2016-07-11,"X4","C","",4,1,8,253,""
2016-07-11,"X4","C","",4,1,9,258,""
2016-07-11,"X4","C","",4,2,1,262,""
2016-07-11,"X4","C","",4,2,2,262,""
2016-07-11,"X4","C","",4,2,3,265,""
2016-07-11,"X4","C","",4,2,4,270,""
2016-07-11,"X4","C","",4,2,5,263,""
2016-07-11,"X4","C","",4,2,6,269,""
2016-07-11,"X4","C","",4,2,7,270,""
2016-07-11,"X4","C","",4,2,8,,""
2016-07-11,"X4","C","",4,2,9,265,""
2016-07-11,"X4","C","",4,3,1,,""
2016-07-11,"X4","C","",4,3,2,,""
2016-07-11,"X4","C","",4,3,3,,""
2016-07-11,"X4","C","",4,3,4,285,""
2016-07-11,"X4","C","",4,3,5,280,""
2016-07-11,"X4","C","",4,3,6,,""
